From: "Sivertz, Michael" <sivertz@bnl.gov>
Date: November 17, 2014 8:16:04 PM EST
To: "Jaffe, David" <djaffe@bnl.gov>, "Bignell, Lindsey" <lbignell@bnl.gov>
Cc: "Sivertz, Michael" <sivertz@bnl.gov>
Subject: jaffe_p200.dat

Guys,

Here is the data on the dose per spill.  To convert to cGray, divide the numbers by 24.595.
Come to me with any questions.

Mike Sivertz
sivertz@bnl.gov

Date			Time	Counts 	
11/17/2014 18:51:32	0       	
11/17/2014 18:51:36	-1      	
11/17/2014 18:51:40	1       	
11/17/2014 18:51:44	0       	
11/17/2014 18:51:48	0       	
11/17/2014 18:51:52	0       	
11/17/2014 18:51:56	-1      	
11/17/2014 18:52:00	1       	
11/17/2014 18:52:04	-1      	
11/17/2014 18:52:08	1       	
11/17/2014 18:52:12	-1      	
11/17/2014 18:52:16	1       	
11/17/2014 18:52:20	0       	
11/17/2014 18:52:24	0       	
11/17/2014 18:52:28	0       	
11/17/2014 18:52:32	-1      	
11/17/2014 18:52:36	1       	
11/17/2014 18:52:40	0       	
11/17/2014 18:52:44	0       	
11/17/2014 18:52:48	0       	
11/17/2014 18:52:52	0       	
11/17/2014 18:52:56	0       	
11/17/2014 18:53:00	0       	
11/17/2014 18:53:04	0       	
11/17/2014 18:53:08	0       	
11/17/2014 18:53:12	0       	
11/17/2014 18:53:16	0       	
11/17/2014 18:53:20	0       	
11/17/2014 18:53:24	0       	
11/17/2014 18:53:28	-1      	
11/17/2014 18:53:32	1       	
11/17/2014 18:53:36	0       	
11/17/2014 18:53:40	0       	
11/17/2014 18:53:44	0       	
11/17/2014 18:53:48	0       	
11/17/2014 18:53:52	0       	
11/17/2014 18:53:56	-1      	
11/17/2014 18:54:00	1       	
11/17/2014 18:54:04	0       	
11/17/2014 18:54:08	0       	
11/17/2014 18:54:12	-1      	
11/17/2014 18:54:16	1       	
11/17/2014 18:54:20	0       	
11/17/2014 18:54:24	0       	
11/17/2014 18:54:28	0       	
11/17/2014 18:54:32	0       	
11/17/2014 18:54:36	174     	
11/17/2014 18:54:40	183     	
11/17/2014 18:54:44	193     	
11/17/2014 18:54:48	184     	
11/17/2014 18:54:52	179     	
11/17/2014 18:54:56	187     	
11/17/2014 18:55:00	190     	
11/17/2014 18:55:04	188     	
11/17/2014 18:55:08	187     	
11/17/2014 18:55:12	195     	
11/17/2014 18:55:16	185     	
